scen_id,src_node,node_id,dist_src,peak_conc,t_peak_min,mean_flow_m3s,detected
0009,J13,JI2,-1,0.0,,0.006156,0
0009,J13,JI3,-1,370.7151,5957.0,0.011475,1
0009,J13,JI4,-1,232.1349,5986.0,0.017438,1
0009,J13,JI5,-1,185.3599,6007.0,0.021672,1
0009,J13,Well,-1,148.8077,6217.0,0.021543,1
0009,J13,JI10,-1,148.8077,6218.0,0.020938,1
0009,J13,JI11,-1,101.607,6829.0,0.018498,1
0009,J13,JI12,-1,77.4797,12705.0,0.013615,1
0009,J13,JI13,-1,71.0591,16636.0,0.009024,1
0009,J13,O2,-1,51.8861,16637.0,0.008371,1
0009,J13,entry,-1,0.0,,0.0,0
0011,J3,J3,-1,4977.8761,8304.0,9.1e-05,1
0011,J3,J4,-1,4977.8761,10058.0,7.3e-05,1
0011,J3,J5,-1,4977.6806,10945.0,7.1e-05,1
0011,J3,J6,-1,4954.2955,10961.0,6.7e-05,1
0011,J3,J7,-1,0.0,,0.005324,0
0011,J3,J8,-1,4953.7357,10973.0,6.6e-05,1
0011,J3,J9,-1,4916.6798,11061.0,6.6e-05,1
0011,J3,J10,-1,4693.0108,11442.0,6.3e-05,1
0011,J3,J11,-1,4534.4802,11870.0,0.002715,1
0011,J3,O1,-1,4534.1563,11899.0,0.002656,1
0011,J3,Aux3,-1,0.0,,0.002292,0
0011,J3,J1,-1,0.0,,0.003974,0
0011,J3,JI7,-1,0.0,,0.003974,0
0011,J3,J2a,-1,0.0,,0.004595,0
0011,J3,J2,-1,0.0,,0.004598,0
0011,J3,JI9,-1,0.0,,0.004542,0
0011,J3,JI6,-1,0.0,,0.002291,0
0011,J3,J13,-1,0.0,,0.005313,0
0011,J3,J12,-1,0.0,,0.006313,0
0011,J3,JI8,-1,0.0,,0.006279,0
0011,J3,JI1,-1,0.0,,0.002201,0
0011,J3,JI2,-1,0.0,,0.006156,0
0011,J3,JI3,-1,0.0,,0.011394,0
0011,J3,JI4,-1,0.0,,0.017356,0
0011,J3,JI5,-1,0.0,,0.02159,0
0011,J3,Well,-1,0.0,,0.021461,0
0011,J3,JI10,-1,0.0,,0.02086,0
0011,J3,JI11,-1,0.0,,0.01842,0
0011,J3,JI12,-1,0.0,,0.013537,0
0011,J3,JI13,-1,0.0,,0.008952,0
0011,J3,O2,-1,0.0,,0.008304,0
0011,J3,entry,-1,0.0,,0.0,0
0014,J8,J3,-1,0.0,,0.0,0
0014,J8,J4,-1,0.0,,0.0,0
0014,J8,J5,-1,0.0,,0.0,0
0014,J8,J6,-1,0.0,,0.0,0
0014,J8,J7,-1,0.0,,0.005324,0
0014,J8,J8,-1,3716.3876,545.0,0.000109,1
0014,J8,J9,-1,3714.6408,7353.0,0.00011,1
0014,J8,J10,-1,3629.9204,8107.0,7e-05,1
0014,J8,J11,-1,2472.6146,10446.0,0.002709,1
0014,J8,O1,-1,2470.129,10456.0,0.002649,1
0014,J8,Aux3,-1,0.0,,0.002292,0
0014,J8,J1,-1,0.0,,0.003974,0
0014,J8,JI7,-1,0.0,,0.003974,0
0014,J8,J2a,-1,0.0,,0.004595,0
0014,J8,J2,-1,0.0,,0.004598,0
0014,J8,JI9,-1,0.0,,0.004542,0
0014,J8,JI6,-1,0.0,,0.002291,0
0014,J8,J13,-1,0.0,,0.005313,0
0014,J8,J12,-1,0.0,,0.006313,0
0014,J8,JI8,-1,0.0,,0.006279,0
0014,J8,JI1,-1,0.0,,0.002201,0
0014,J8,JI2,-1,0.0,,0.006156,0
0014,J8,JI3,-1,0.0,,0.011394,0
0014,J8,JI4,-1,0.0,,0.017356,0
0014,J8,JI5,-1,0.0,,0.02159,0
0014,J8,Well,-1,0.0,,0.021461,0
0014,J8,JI10,-1,0.0,,0.02086,0
0014,J8,JI11,-1,0.0,,0.01842,0
0014,J8,JI12,-1,0.0,,0.013537,0
0014,J8,JI13,-1,0.0,,0.008952,0
0014,J8,O2,-1,0.0,,0.008304,0
0014,J8,entry,-1,0.0,,0.0,0
